Sample_Name	dataset	country	year	source	sample_type	sample	infectionStatus	strain	lineage	CG_name	ST_Jul22	YBT	CLB	IRO	IUC	Ybt_insertion	YbST	ICEKp	KpZM	YBT_lineage	CLB_lineage	clbJ/K_fusion	transposase
ERR1008632	Wyres et al.	Australia	2013	human	Ileal conduit urine	intestinal	infection	1670356	KpI	CG323	323	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR1008674	Wyres et al.	Australia	2013	human	BAL	respiratory	infection	16703548	KpI	CG323	323	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR1023783	Wyres et al.	Australia	2013	human	BAL	respiratory	infection	16870771	KpI	CG323	323	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
SRR5082454	Wyres et al.	Australia	2014	human	BAL	respiratory	infection	AUS3501	KpI	CG323	323	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR1008723	Wyres et al.	Australia	2013	human	sputum	respiratory	infection	16703713	KpI	CG323	323	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
SRR5082444	Wyres et al.	Australia	2014	human	sputum	respiratory	infection	AUS3485	KpI	CG323	323	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR1008653	Wyres et al.	Australia	2013	human	urine	urine	infection	16703527	KpI	CG323	323	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR1008670	Wyres et al.	Australia	2013	human	urine	urine	infection	16703544	KpI	CG323	323	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR1008705	Wyres et al.	Australia	2013	human	urine	urine	infection	16703580	KpI	CG323	323	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR1008779	Wyres et al.	Australia	2014	human	urine	urine	infection	16703770	KpI	CG323	323	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR1008781	Wyres et al.	Australia	2014	human	urine	urine	infection	16703772	KpI	CG323	323	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR1023751	Wyres et al.	Australia	2013	human	urine	urine	infection	16870739	KpI	CG323	323	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR1008652	Wyres et al.	Australia	2013	human	wound	wound	infection	16703526	KpI	CG323	323	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR1008692	Wyres et al.	Australia	2013	human	wound	wound	infection	16703566	KpI	CG323	323	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR1215632	Wyres et al.	Australia	2014	human	rectal swab	intestinal	carriage	18090325	KpI	CG323	323	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR1023861	Wyres et al.	Australia	2013	human	urine	urine	infection	16870866	KpI	CG17/20	336	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
SRR5082491	Wyres et al.	Australia	2013	human	CSF	blood_sterile	infection	AUS3483	KpI	CG258	340	ybt	-	-	-	4	277	ICEKp12	present	16	NA	NA	NA
SRR5082456	Wyres et al.	Australia	2013	human	rectal swab	intestinal	carriage	AH0095	KpI	CG258	340	ybt	-	-	-	4	277	ICEKp12	present	16	NA	NA	NA
ERR1008700	Wyres et al.	Australia	2013	human	urine	urine	infection	16703575	KpI	CG258	340	ybt	-	-	-	4	277	ICEKp12	present	16	NA	NA	NA
ERR1008735	Wyres et al.	Australia	2014	human	urine	urine	infection	16703725	KpI	CG258	340	ybt	-	-	-	4	278	ICEKp12	present	16	NA	NA	NA
ERR1008737	Wyres et al.	Australia	2014	human	urine	urine	infection	16703727	KpI	CG258	340	ybt	-	-	-	4	277	ICEKp12	present	16	NA	NA	NA
ERR1023659	Wyres et al.	Australia	2014	human	rectal swab	intestinal	carriage	16852133	KpI	n/a	345	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR1023740	Wyres et al.	Australia	2013	human	urine	urine	infection	16870726	KpI	n/a	345	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR1035984	Wyres et al.	Australia	2013	human	B/W	respiratory	infection	16870879	KpIII	n/a	347	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR1023819	Wyres et al.	Australia	2013	human	urine	urine	infection	16870824	KpIII	n/a	347	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR1008792	Wyres et al.	Australia	2014	human	wound	wound	infection	16703784	KpIII	n/a	347	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR1015285	Wyres et al.	Australia	2014	human	wound	wound	infection	1678065	KpIII	n/a	347	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR1023668	Wyres et al.	Australia	2014	human	rectal swab	intestinal	carriage	16852142	KpIII	n/a	355	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR1215611	Wyres et al.	Australia	2013	human	urine	urine	infection	1809034	KpIII	n/a	355	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR1015303	Wyres et al.	Australia	2013	human	rectal swab	intestinal	carriage	16780624	KpIII	n/a	360	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR1008682	Wyres et al.	Australia	2013	human	urine	urine	infection	16703556	KpIII	n/a	360	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR1023769	Wyres et al.	Australia	2013	human	urine	urine	infection	16870757	KpIII	n/a	360	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR1023677	Wyres et al.	Australia	2014	human	rectal swab	intestinal	carriage	16852151	KpIII	n/a	386	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
SRR5082476	Wyres et al.	Australia	2014	human	rectal swab	intestinal	carriage	AH0549	KpI	n/a	412	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR1023820	Wyres et al.	Australia	2013	human	urine	urine	infection	16870825	KpI	n/a	412	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR1008704	Wyres et al.	Australia	2013	human	urine	urine	infection	16703579	KpI	n/a	412	ybt	-	-	-	3	92	ICEKp4	absent	10	NA	NA	NA
SRR5082453	Wyres et al.	Australia	2014	human	wound	wound	infection	AUS3507	KpI	n/a	412	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR1015319	Wyres et al.	Australia	2013	human	rectal swab	intestinal	carriage	16780642	KpII	n/a	414	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR1023832	Wyres et al.	Australia	2013	human	urine	urine	infection	16870837	KpII	n/a	414	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR1023859	Wyres et al.	Australia	2013	human	urine	urine	infection	16870864	KpII	n/a	414	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR1015284	Wyres et al.	Australia	2014	human	sputum	respiratory	infection	1678064	KpI	CG133	420	ybt	-	iro	iuc	4	69	ICEKp3	absent	9	NA	NA	NA
ERR1023777	Wyres et al.	Australia	2013	human	urine	urine	infection	16870765	KpI	CG258	437	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR1008696	Wyres et al.	Australia	2013	human	urine	urine	infection	16703571	KpI	n/a	458	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR1023629	Wyres et al.	Australia	2013	human	rectal swab	intestinal	carriage	1685212	KpI	n/a	461	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR1008754	Wyres et al.	Australia	2014	human	urine	urine	infection	16703745	KpI	n/a	461	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR1215621	Wyres et al.	Australia	2013	human	rectal swab	intestinal	carriage	18090314	KpI	n/a	461	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR1023824	Wyres et al.	Australia	2013	human	sputum	respiratory	infection	16870829	KpII	n/a	480	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR1023833	Wyres et al.	Australia	2013	human	wound	wound	infection	16870838	KpII	n/a	480	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR1008716	Wyres et al.	Australia	2013	human	urine	urine	infection	1670375	KpI	CG45	485	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR1008717	Wyres et al.	Australia	2013	human	urine	urine	infection	1670376	KpI	CG45	485	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR1023758	Wyres et al.	Australia	2013	human	sputum	respiratory	infection	16870746	KpI	CG322	491	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR1008791	Wyres et al.	Australia	2014	human	urine	urine	infection	16703783	KpI	CG322	491	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR1015293	Wyres et al.	Australia	2014	human	urine	urine	infection	16780613	KpI	CG322	491	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR1015427	Wyres et al.	Australia	2014	human	wound	wound	infection	16780773	KpI	CG322	491	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR1008734	Wyres et al.	Australia	2013	human	blood	blood_sterile	infection	16703724	KpI	n/a	500	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR1008669	Wyres et al.	Australia	2013	human	sputum	respiratory	infection	16703543	KpI	n/a	520	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR1015307	Wyres et al.	Australia	2013	human	rectal swab	intestinal	carriage	16780628	KpI	n/a	537	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR1023810	Wyres et al.	Australia	2013	human	urine	urine	infection	16870815	KpI	CG540	540	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR1008761	Wyres et al.	Australia	2014	human	urine	urine	infection	16703752	KpI	n/a	550	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR1035985	Wyres et al.	Australia	2013	human	urine	urine	infection	16870880	KpI	CG36	564	ybt	-	-	-	4	215	?	absent	9	NA	NA	NA
ERR1008628	Wyres et al.	Australia	2013	human	sputum	respiratory	infection	1670351	KpI	n/a	584	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR1023856	Wyres et al.	Australia	2013	human	urine	urine	infection	16870861	KpIII	n/a	594	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR1015296	Wyres et al.	Australia	2013	human	rectal swab	intestinal	carriage	16780616	KpIII	n/a	596	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR1023672	Wyres et al.	Australia	2014	human	throat	throat	carriage	16852146	KpIII	n/a	601	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR1023793	Wyres et al.	Australia	2013	human	urine	urine	infection	16870781	KpI	n/a	603	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR1008655	Wyres et al.	Australia	2013	human	urine	urine	infection	16703529	KpI	n/a	603	ybt	-	-	-	3	229	ICEKp11	present	15	NA	NA	NA
ERR1008657	Wyres et al.	Australia	2013	human	urine	urine	infection	16703531	KpI	n/a	611	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR1023781	Wyres et al.	Australia	2013	human	urine	urine	infection	16870769	KpIII	n/a	616	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR1008695	Wyres et al.	Australia	2013	human	wound	wound	infection	16703569	KpIII	n/a	616	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR1008706	Wyres et al.	Australia	2013	human	urine	urine	infection	16703581	KpI	n/a	629	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR1023836	Wyres et al.	Australia	2013	human	urine	urine	infection	16870841	KpI	n/a	629	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR1008640	Wyres et al.	Australia	2013	human	tip	unknown	infection	16703514	KpIII	n/a	639	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR1023855	Wyres et al.	Australia	2013	human	blood	blood_sterile	infection	16870860	KpIII	n/a	641	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR1015306	Wyres et al.	Australia	2013	human	rectal swab	intestinal	carriage	16780627	KpIII	n/a	641	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR1023680	Wyres et al.	Australia	2014	human	rectal swab	intestinal	carriage	16852154	KpIII	n/a	641	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR1023741	Wyres et al.	Australia	2013	human	sputum	respiratory	infection	16870727	KpIII	n/a	641	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR1215634	Wyres et al.	Australia	2014	human	rectal swab	intestinal	carriage	18090327	KpI	n/a	643	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR1023799	Wyres et al.	Australia	2013	human	blood	blood_sterile	infection	1687082	KpI	CG661	661	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR1023660	Wyres et al.	Australia	2014	human	rectal swab	intestinal	carriage	16852134	KpI	CG661	661	ybt	-	-	-	plasmid	29	plasmid	absent	4	NA	NA	NA
ERR1023699	Wyres et al.	Australia	2014	human	rectal swab	intestinal	carriage	16852174	KpI	CG661	661	ybt	-	-	-	1	273	ICEKp11	present	15	NA	NA	NA
ERR1015289	Wyres et al.	Australia	2014	human	urine	urine	infection	1678069	KpI	CG661	661	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR1023804	Wyres et al.	Australia	2013	human	urine	urine	infection	1687087	KpI	CG661	661	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR1008643	Wyres et al.	Australia	2013	human	urine	urine	infection	16703517	KpI	CG661	661	ybt	-	-	-	plasmid	65	plasmid	absent	4	NA	NA	NA
ERR1008750	Wyres et al.	Australia	2014	human	urine	urine	infection	16703741	KpI	CG661	661	ybt	-	-	-	plasmid	32	plasmid	absent	4	NA	NA	NA
ERR1023818	Wyres et al.	Australia	2013	human	urine	urine	infection	16870823	KpI	CG661	661	ybt	-	-	-	plasmid	32	plasmid	absent	4	NA	NA	NA
ERR1023849	Wyres et al.	Australia	2013	human	blood	blood_sterile	infection	16870854	KpIII	n/a	681	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR1023846	Wyres et al.	Australia	2013	human	sputum	respiratory	infection	16870851	KpIII	n/a	681	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR1035990	Wyres et al.	Australia	2013	human	sputum	respiratory	infection	16870885	KpIII	n/a	681	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR1015321	Wyres et al.	Australia	2013	human	throat	throat	carriage	16780644	KpIII	n/a	681	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR1023638	Wyres et al.	Australia	2013	human	throat	throat	carriage	16852111	KpIII	n/a	681	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR1023634	Wyres et al.	Australia	2013	human	throat	throat	carriage	1685217	KpIII	n/a	681	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR1023830	Wyres et al.	Australia	2013	human	urine	urine	infection	16870835	KpIII	n/a	681	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR1023867	Wyres et al.	Australia	2013	human	urine	urine	infection	16870873	KpIII	n/a	681	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
SRR5082455	Wyres et al.	Australia	2013	human	urine	urine	infection	AUS3497	KpIII	n/a	681	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
SRR5082485	Wyres et al.	Australia	2013	human	wound	wound	infection	KC0205	KpIII	n/a	681	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR1008665	Wyres et al.	Australia	2013	human	urine	urine	infection	16703539	KpI	n/a	690	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR1023747	Wyres et al.	Australia	2013	human	urine	urine	infection	16870733	KpI	n/a	690	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR1023809	Wyres et al.	Australia	2013	human	urine	urine	infection	16870814	KpI	CG29	711	ybt	-	-	-	3	168	ICEKp9	absent	8	NA	NA	NA
ERR1023698	Wyres et al.	Australia	2014	human	rectal swab	intestinal	carriage	16852173	KpI	n/a	788	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
SRR5082471	Wyres et al.	Australia	2014	human	rectal swab	intestinal	carriage	AUS3480	KpI	n/a	792	ybt	clb	-	-	3	281	ICEKp10	present	17	3	no	no
ERR1008770	Wyres et al.	Australia	2014	human	BAL	respiratory	infection	16703761	KpI	n/a	792	ybt	clb	-	-	3	281	ICEKp10	present	17	3	no	no
ERR1008790	Wyres et al.	Australia	2014	human	urine	urine	infection	16703781	KpI	n/a	792	ybt	clb	-	-	3	281	ICEKp10	present	17	3	yes	no
ERR1023864	Wyres et al.	Australia	2013	human	urine	urine	infection	16870869	KpI	n/a	792	ybt	clb	-	-	3	281	ICEKp10	present	17	3	no	no
SRR5082465	Wyres et al.	Australia	2014	human	wound	wound	infection	AUS3509	KpI	n/a	792	ybt	clb	-	-	3	281	ICEKp10	present	17	3	no	no
ERR1023635	Wyres et al.	Australia	2013	human	rectal swab	intestinal	carriage	1685218	KpI	n/a	857	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR1023721	Wyres et al.	Australia	2014	human	blood	blood_sterile	infection	1687077	KpI	n/a	873	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR1023798	Wyres et al.	Australia	2013	human	urine	urine	infection	1687081	KpI	n/a	882	ybt	-	-	-	4	87	ICEKp4	absent	10	NA	NA	NA
ERR1008697	Wyres et al.	Australia	2013	human	urine	urine	infection	16703572	KpI	n/a	889	ybt	-	-	-	4	151	ICEKp5	absent	14	NA	NA	NA
ERR1023854	Wyres et al.	Australia	2013	human	urine	urine	infection	16870859	KpIII	n/a	919	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR1008711	Wyres et al.	Australia	2013	human	blood	blood_sterile	infection	16703586	KpIII	n/a	925	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR1023642	Wyres et al.	Australia	2013	human	rectal swab	intestinal	carriage	16852115	KpIII	n/a	925	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR1023845	Wyres et al.	Australia	2013	human	sputum	respiratory	infection	16870850	KpIII	n/a	925	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR1008748	Wyres et al.	Australia	2014	human	wound	wound	infection	16703739	KpIII	n/a	925	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR1015298	Wyres et al.	Australia	2013	human	rectal swab	intestinal	carriage	16780618	KpI	n/a	1001	ybt	-	-	-	plasmid	66	plasmid	absent	4	NA	NA	NA
ERR1023835	Wyres et al.	Australia	2013	human	urine	urine	infection	16870840	KpI	n/a	1010	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR1008726	Wyres et al.	Australia	2013	human	urine	urine	infection	16703716	KpI	n/a	1017	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
SRR5082452	Wyres et al.	Australia	2014	human	rectal swab	intestinal	carriage	AH0620	KpI	n/a	1049	ybt	-	iro	iuc	1	7	ICEKp6	absent	5	NA	NA	NA
ERR1015286	Wyres et al.	Australia	2014	human	wound	wound	infection	1678066	KpI	CG29	1109	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR1023757	Wyres et al.	Australia	2013	human	sputum	respiratory	infection	16870745	KpI	CG253	1138	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR1008773	Wyres et al.	Australia	2014	human	urine	urine	infection	16703764	KpIII	n/a	1142	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR1023813	Wyres et al.	Australia	2013	human	urine	urine	infection	16870818	KpI	n/a	1165	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR1023678	Wyres et al.	Australia	2014	human	rectal swab	intestinal	carriage	16852152	KpII	n/a	1191	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR1008688	Wyres et al.	Australia	2013	human	urine	urine	infection	16703562	KpI	n/a	1193	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR1023774	Wyres et al.	Australia	2013	human	urine	urine	infection	16870762	KpI	CG490	1263	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR1008656	Wyres et al.	Australia	2013	human	urine	urine	infection	16703530	KpI	CG230	1307	ybt	-	-	-	1	141	ICEKp5	absent	14	NA	NA	NA
ERR1023844	Wyres et al.	Australia	2013	human	sputum	respiratory	infection	16870849	KpII	n/a	1308	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR1015308	Wyres et al.	Australia	2013	human	rectal swab	intestinal	carriage	16780631	KpI	n/a	1322	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR1023787	Wyres et al.	Australia	2013	human	urine	urine	infection	16870775	KpI	n/a	1322	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR1023746	Wyres et al.	Australia	2013	human	urine	urine	infection	16870732	KpI	n/a	1393	ybt	-	-	-	1	118	ICEKp13	absent	no lineage	NA	NA	NA
ERR1008689	Wyres et al.	Australia	2013	human	urine	urine	infection	16703563	KpI	n/a	1441	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR1023743	Wyres et al.	Australia	2013	human	urine	urine	infection	16870729	KpI	n/a	1449	ybt	-	-	-	plasmid	116	plasmid	absent	4	NA	NA	NA
ERR1008762	Wyres et al.	Australia	2014	human	urine	urine	infection	16703753	KpIII	n/a	1456	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
SRR5082489	Wyres et al.	Australia	2013	human	rectal swab	intestinal	carriage	AH0225	KpI	n/a	1464	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
SRR5082447	Wyres et al.	Australia	2014	human	sputum	respiratory	infection	AUS3500	KpI	n/a	1464	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR1008727	Wyres et al.	Australia	2013	human	sputum	respiratory	infection	16703717	KpI	CG37	1507	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR1008720	Wyres et al.	Australia	2013	human	urine	urine	infection	16703710	KpI	n/a	1536	ybt	-	-	-	plasmid	35	plasmid	absent	4	NA	NA	NA
ERR1023662	Wyres et al.	Australia	2014	human	rectal swab	intestinal	carriage	16852136	KpII	n/a	1548	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR1008771	Wyres et al.	Australia	2014	human	sputum	respiratory	infection	16703762	KpII	n/a	1548	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR1008764	Wyres et al.	Australia	2014	human	urine	urine	infection	16703755	KpII	n/a	1548	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR1023791	Wyres et al.	Australia	2013	human	urine	urine	infection	16870779	KpIII	n/a	1550	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR1023748	Wyres et al.	Australia	2013	human	urine	urine	infection	16870734	KpI	CG230	1583	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
SRR5082490	Wyres et al.	Australia	2013	human	throat	throat	carriage	AH0034T	KpIII	n/a	1599	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR1008685	Wyres et al.	Australia	2013	human	urine	urine	infection	16703559	KpI	n/a	1621	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR1023716	Wyres et al.	Australia	2013	human	blood	blood_sterile	infection	1687072	KpIII	n/a	1688	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR1008639	Wyres et al.	Australia	2013	human	urine	urine	infection	16703513	KpI	n/a	1694	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR1215620	Wyres et al.	Australia	2013	human	throat	throat	carriage	18090313	KpI	n/a	1728	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR1023688	Wyres et al.	Australia	2014	human	rectal swab	intestinal	carriage	16852162	KpI	n/a	1731	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR1023858	Wyres et al.	Australia	2013	human	urine	urine	infection	16870863	KpII	n/a	1822	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR1015314	Wyres et al.	Australia	2013	human	rectal swab	intestinal	carriage	16780637	KpI	n/a	1966	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR1215612	Wyres et al.	Australia	2013	human	urine	urine	infection	1809035	KpI	n/a	1966	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR1215617	Wyres et al.	Australia	2013	human	rectal swab	intestinal	carriage	18090310	KpIII	n/a	1984	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR1023643	Wyres et al.	Australia	2013	human	throat	throat	carriage	16852116	KpIII	n/a	1986	ybt	-	-	-	4	70	ICEKp14	absent	no lineage	NA	NA	NA
ERR1008769	Wyres et al.	Australia	2014	human	blood	blood_sterile	infection	16703760	KpI	n/a	1997	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR1008763	Wyres et al.	Australia	2014	human	urine	urine	infection	16703754	KpI	n/a	1997	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR1008638	Wyres et al.	Australia	2013	human	urine	urine	infection	16703512	KpI	CG23	2044	ybt	clb	iro	iuc	1	47	ICEKp10	present	1	2	no	no
ERR1008786	Wyres et al.	Australia	2014	human	fluid	fluid	infection	16703777	KpIII	n/a	2045	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR1023637	Wyres et al.	Australia	2013	human	rectal swab	intestinal	carriage	16852110	KpIII	n/a	2089	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR1015304	Wyres et al.	Australia	2013	human	rectal swab	intestinal	carriage	16780625	KpI	CG253	2116	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR1023808	Wyres et al.	Australia	2013	human	urine	urine	infection	16870813	KpI	CG253	2116	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR1015317	Wyres et al.	Australia	2013	human	throat	throat	carriage	16780640	KpI	n/a	2136	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR1023697	Wyres et al.	Australia	2014	human	rectal swab	intestinal	carriage	16852172	KpI	n/a	2267	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR1023805	Wyres et al.	Australia	2013	human	sputum	respiratory	infection	16870810	KpI	CG37	2370	ybt	-	-	-	plasmid	36	plasmid	absent	4	NA	NA	NA
ERR1023806	Wyres et al.	Australia	2013	human	urine	urine	infection	INF167	KpI	CG37	2370	ybt	-	-	-	plasmid	36	plasmid	absent	4	NA	NA	NA
ERR1023731	Wyres et al.	Australia	unknown	human	unknown	unknown	unknown	#N/A	KpI	n/a	5005	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR1215618	Wyres et al.	Australia	2013	human	rectal swab	intestinal	carriage	18090311	KpIII	n/a	5021	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR1015297	Wyres et al.	Australia	2013	human	rectal swab	intestinal	carriage	16780617	KpI	n/a	5085	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR1008668	Wyres et al.	Australia	2013	human	BAL	respiratory	infection	16703542	KpI	CG231	5146	ybt	-	-	-	3	192	ICEKp3	absent	9	NA	NA	NA
ERR1015282	Wyres et al.	Australia	2014	human	BAL	respiratory	infection	1678062	KpIII	n/a	5147	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
