assembly_accession	bioproject	biosample	wgs_master	refseq_category	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	local_filename	strain	contig_count	N50	largest_contig	ST	virulence_score	resistance_score	num_resistance_classes	num_resistance_genes	Yersiniabactin	YbST	Colibactin	CbST	aerobactin	salmochelin	hypermucoidy	wzi	KL	Chr_ST	gapA	infB	mdh	pgi	phoE	rpoB	tonB	ybtS	ybtX	ybtQ	ybtP	ybtA	irp2	irp1	ybtU	ybtT	ybtE	fyuA	clbA	clbB	clbC	clbD	clbE	clbF	clbG	clbH	clbI	clbL	clbM	clbN	clbO	clbP	clbQ	AGly	Col	Fcyn	Flq	Gly	MLS	Phe	Rif	Sul	Tet	Tmt	Bla	Bla_Carb	Bla_ESBL	Bla_ESBL_inhR	Bla_broad	Bla_broad_inhR
GCF_000281335.1	PRJNA224116	SAMN01057621	AKAE00000000.1	na	1128946	573	Klebsiella pneumoniae subsp. pneumoniae KPNIH12	strain=KPNIH12		latest	Contig	Major	Full	2012/07/24	KPNIH12_1	NISC	GCA_000281335.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/281/335/GCF_000281335.1_KPNIH12_1	./refseq/bacteria/GCF_000281335.1/GCF_000281335.1_KPNIH12_1_genomic.fna.gz	GCF_000281335.1_KPNIH12_1_genomic.fna	164	149661	329096	ST258	0	2	9	12	-	0	-	0	-	-	-	wzi154	KL107	ST258	3	3	1	1	1	1	79	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	AadA2*;Aac6-Ib;Aph3-Ia*	-	-	ParC-80I;GyrA-83I	-	MphA	CatA1*	-	SulI	-	DfrA12	AmpH*;OXA-9*	KPC-3	-	-	SHV-11	TEM-122*
GCF_000281355.1	PRJNA224116	SAMN01057646	AKAH00000000.1	na	1128951	573	Klebsiella pneumoniae subsp. pneumoniae KPNIH17	strain=KPNIH17		latest	Contig	Major	Full	2012/07/24	KPNIH17_1	NISC	GCA_000281355.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/281/355/GCF_000281355.1_KPNIH17_1	./refseq/bacteria/GCF_000281355.1/GCF_000281355.1_KPNIH17_1_genomic.fna.gz	GCF_000281355.1_KPNIH17_1_genomic.fna	137	158097	392893	ST258	0	2	9	12	-	0	-	0	-	-	-	wzi154	KL107	ST258	3	3	1	1	1	1	79	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	AadA2*;Aph3-Ia*;Aac6-Ib	-	-	ParC-80I;GyrA-83I	-	MphA	CatA1*	-	SulI	-	DfrA12	AmpH*;OXA-9*	KPC-3	-	-	SHV-11	TEM-122*
GCF_000281375.1	PRJNA224116	SAMN01057650	AKAK00000000.1	na	1128954	573	Klebsiella pneumoniae subsp. pneumoniae KPNIH20	strain=KPNIH20		latest	Contig	Major	Full	2012/07/24	KPNIH20_1	NISC	GCA_000281375.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/281/375/GCF_000281375.1_KPNIH20_1	./refseq/bacteria/GCF_000281375.1/GCF_000281375.1_KPNIH20_1_genomic.fna.gz	GCF_000281375.1_KPNIH20_1_genomic.fna	155	167325	371841	ST258	0	2	9	12	-	0	-	0	-	-	-	wzi154	KL107	ST258	3	3	1	1	1	1	79	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Aac6-Ib;AadA2*;Aph3-Ia*	-	-	ParC-80I;GyrA-83I	-	MphA	CatA1*	-	SulI	-	DfrA12	AmpH*;OXA-9*	KPC-3	-	-	SHV-11	TEM-122*
GCF_000281395.1	PRJNA224116	SAMN01057606	AJZW00000000.1	na	1087443	573	Klebsiella pneumoniae subsp. pneumoniae KPNIH4	strain=KPNIH4		latest	Contig	Major	Full	2012/07/24	KPNIH4_1	NIH Intramural Sequencing Center	GCA_000281395.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/281/395/GCF_000281395.1_KPNIH4_1	./refseq/bacteria/GCF_000281395.1/GCF_000281395.1_KPNIH4_1_genomic.fna.gz	GCF_000281395.1_KPNIH4_1_genomic.fna	173	120800	286272	ST258	0	2	9	12	-	0	-	0	-	-	-	wzi154	KL107	ST258	3	3	1	1	1	1	79	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	AadA2*;Aph3-Ia*;Aac6-Ib	-	-	ParC-80I;GyrA-83I	-	MphA	CatA1*	-	SulI	-	DfrA12	AmpH*;OXA-9*	KPC-3	-	-	SHV-11	TEM-122*
GCF_000281415.1	PRJNA224116	SAMN01057711	AJZZ00000000.1	na	1094167	573	Klebsiella pneumoniae subsp. pneumoniae KPNIH7	strain=KPNIH7		latest	Contig	Major	Full	2012/07/24	KPNIH7_1	NISC	GCA_000281415.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/281/415/GCF_000281415.1_KPNIH7_1	./refseq/bacteria/GCF_000281415.1/GCF_000281415.1_KPNIH7_1_genomic.fna.gz	GCF_000281415.1_KPNIH7_1_genomic.fna	160	158114	324964	ST258	0	2	9	12	-	0	-	0	-	-	-	wzi154	KL107	ST258	3	3	1	1	1	1	79	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	AadA2*;Aac6-Ib;Aph3-Ia*	-	-	ParC-80I;GyrA-83I	-	MphA	CatA1*	-	SulI	-	DfrA12	AmpH*;OXA-9*	KPC-3	-	-	SHV-11	TEM-122*
GCF_000281435.2	PRJNA224116	SAMN01057614		na	1094170	573	Klebsiella pneumoniae subsp. pneumoniae KPNIH10	strain=KPNIH10		latest	Complete Genome	Major	Full	2014/05/27	ASM28143v2	NISC	GCA_000281435.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/281/435/GCF_000281435.2_ASM28143v2	./refseq/bacteria/GCF_000281435.2/GCF_000281435.2_ASM28143v2_genomic.fna.gz	GCF_000281435.2_ASM28143v2_genomic.fna	4	5395263	5395263	ST258	0	2	9	14	-	0	-	0	-	-	-	wzi154	KL107	ST258	3	3	1	1	1	1	79	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	AadA2;Aac6-Ib;Aph3-Ia*;AadA2*	-	-	ParC-80I;GyrA-83I	-	MphA	CatA1*	-	SulI;SulI	-	DfrA12	AmpH*;OXA-9*	KPC-3	-	-	SHV-11	TEM-122*
GCF_000281455.1	PRJNA224116	SAMN01057640	AKAF00000000.1	na	1128948	573	Klebsiella pneumoniae subsp. pneumoniae KPNIH14	strain=KPNIH14		latest	Contig	Major	Full	2012/07/24	KPNIH14_1	NISC	GCA_000281455.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/281/455/GCF_000281455.1_KPNIH14_1	./refseq/bacteria/GCF_000281455.1/GCF_000281455.1_KPNIH14_1_genomic.fna.gz	GCF_000281455.1_KPNIH14_1_genomic.fna	165	147593	324846	ST258	0	2	9	12	-	0	-	0	-	-	-	wzi154	KL107	ST258	3	3	1	1	1	1	79	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	AadA2*;Aac6-Ib;Aph3-Ia*	-	-	ParC-80I;GyrA-83I	-	MphA	CatA1*	-	SulI	-	DfrA12	AmpH*;OXA-9*	KPC-3	-	-	SHV-11	TEM-122*
GCF_000281475.1	PRJNA224116	SAMN01057635	AKAI00000000.1	na	1128952	573	Klebsiella pneumoniae subsp. pneumoniae KPNIH18	strain=KPNIH18		latest	Contig	Major	Full	2012/07/24	KPNIH18_1	NISC	GCA_000281475.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/281/475/GCF_000281475.1_KPNIH18_1	./refseq/bacteria/GCF_000281475.1/GCF_000281475.1_KPNIH18_1_genomic.fna.gz	GCF_000281475.1_KPNIH18_1_genomic.fna	167	153222	392830	ST258	0	2	9	13	-	0	-	0	-	-	-	wzi154	KL107	ST258	3	3	1	1	1	1	79	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	AadA2*;Aac6-Ib;Aph3-Ia*	-	-	ParC-80I;GyrA-83I	-	MphA	CatA1*	-	SulI	-	DfrA12?;DfrA12?	AmpH*;OXA-9*	KPC-3	-	-	SHV-11	TEM-122*
GCF_000281495.1	PRJNA224116	SAMN01057652	AKAL00000000.1	na	1168062	573	Klebsiella pneumoniae subsp. pneumoniae KPNIH21	strain=KPNIH21		latest	Contig	Major	Full	2012/07/24	KPNIH21_1	NISC	GCA_000281495.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/281/495/GCF_000281495.1_KPNIH21_1	./refseq/bacteria/GCF_000281495.1/GCF_000281495.1_KPNIH21_1_genomic.fna.gz	GCF_000281495.1_KPNIH21_1_genomic.fna	178	117020	329700	ST258	0	2	9	12	-	0	-	0	-	-	-	wzi154	KL107	ST258	3	3	1	1	1	1	79	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	AadA2*;Aph3-Ia*;Aac6-Ib	-	-	ParC-80I;GyrA-83I	-	MphA	CatA1*	-	SulI	-	DfrA12	AmpH*;OXA-9*	KPC-3	-	-	SHV-11	TEM-122*
GCF_000281515.1	PRJNA224116	SAMN01057658	AKAM00000000.1	na	1168063	573	Klebsiella pneumoniae subsp. pneumoniae KPNIH22	strain=KPNIH22		latest	Contig	Major	Full	2012/07/24	KPNIH22_1	NISC	GCA_000281515.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/281/515/GCF_000281515.1_KPNIH22_1	./refseq/bacteria/GCF_000281515.1/GCF_000281515.1_KPNIH22_1_genomic.fna.gz	GCF_000281515.1_KPNIH22_1_genomic.fna	165	131068	307553	ST258	0	2	9	12	-	0	-	0	-	-	-	wzi154	KL107	ST258	3	3	1	1	1	1	79	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Aac6-Ib;AadA2*;Aph3-Ia*	-	-	ParC-80I;GyrA-83I	-	MphA	CatA1*	-	SulI	-	DfrA12	AmpH*;OXA-9*	KPC-3	-	-	SHV-11	TEM-122*
GCF_000281535.2	PRJNA224116	SAMN01057611		na	1087440	573	Klebsiella pneumoniae subsp. pneumoniae KPNIH1	strain=KPNIH1		latest	Complete Genome	Major	Full	2014/07/02	ASM28153v2	NIH Intramural Sequencing Center	GCA_000281535.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/281/535/GCF_000281535.2_ASM28153v2	./refseq/bacteria/GCF_000281535.2/GCF_000281535.2_ASM28153v2_genomic.fna.gz	GCF_000281535.2_ASM28153v2_genomic.fna	4	5394056	5394056	ST258	0	2	9	14	-	0	-	0	-	-	-	wzi154	KL107	ST258	3	3	1	1	1	1	79	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	AadA2;Aac6-Ib;Aph3-Ia*;AadA2*	-	-	ParC-80I;GyrA-83I	-	MphA	CatA1*	-	SulI;SulI	-	DfrA12	AmpH*;OXA-9*	KPC-3	-	-	SHV-11	TEM-122*
GCF_000281555.1	PRJNA224116	SAMN01057612	AKAA00000000.1	na	1094168	573	Klebsiella pneumoniae subsp. pneumoniae KPNIH8	strain=KPNIH8		latest	Contig	Major	Full	2012/07/24	KPNIH8_1	NISC	GCA_000281555.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/281/555/GCF_000281555.1_KPNIH8_1	./refseq/bacteria/GCF_000281555.1/GCF_000281555.1_KPNIH8_1_genomic.fna.gz	GCF_000281555.1_KPNIH8_1_genomic.fna	182	158021	367800	ST258	0	2	9	12	-	0	-	0	-	-	-	wzi154	KL107	ST258	3	3	1	1	1	1	79	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	AadA2*;Aac6-Ib;Aph3-Ia*	-	-	ParC-80I;GyrA-83I	-	MphA	CatA1*	-	SulI	-	DfrA12	AmpH*;OXA-9*	KPC-3	-	-	SHV-11	TEM-122*
GCF_000281575.1	PRJNA224116	SAMN01057620	AKAD00000000.1	na	1094171	573	Klebsiella pneumoniae subsp. pneumoniae KPNIH11	strain=KPNIH11		latest	Contig	Major	Full	2012/07/24	KPNIH11_1	NISC	GCA_000281575.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/281/575/GCF_000281575.1_KPNIH11_1	./refseq/bacteria/GCF_000281575.1/GCF_000281575.1_KPNIH11_1_genomic.fna.gz	GCF_000281575.1_KPNIH11_1_genomic.fna	185	150495	372106	ST258	0	2	9	12	-	0	-	0	-	-	-	wzi154	KL107	ST258	3	3	1	1	1	1	79	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	AadA2*;Aph3-Ia*;Aac6-Ib	-	-	ParC-80I;GyrA-83I	-	MphA	CatA1*	-	SulI	-	DfrA12	AmpH*;OXA-9*	KPC-3	-	-	SHV-11	TEM-122*
GCF_000281595.1	PRJNA224116	SAMN01057641	AKAG00000000.1	na	1128950	573	Klebsiella pneumoniae subsp. pneumoniae KPNIH16	strain=KPNIH16		latest	Contig	Major	Full	2012/07/24	KPNIH16_1	NISC	GCA_000281595.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/281/595/GCF_000281595.1_KPNIH16_1	./refseq/bacteria/GCF_000281595.1/GCF_000281595.1_KPNIH16_1_genomic.fna.gz	GCF_000281595.1_KPNIH16_1_genomic.fna	178	158009	372638	ST258	0	2	9	12	-	0	-	0	-	-	-	wzi154	KL107	ST258	3	3	1	1	1	1	79	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	AadA2*;Aac6-Ib;Aph3-Ia*	-	-	ParC-80I;GyrA-83I	-	MphA	CatA1*	-	SulI	-	DfrA12	AmpH*;OXA-9*	KPC-3	-	-	SHV-11	TEM-122*
GCF_000281615.1	PRJNA224116	SAMN01057638	AKAJ00000000.1	na	1128953	573	Klebsiella pneumoniae subsp. pneumoniae KPNIH19	strain=KPNIH19		latest	Contig	Major	Full	2012/07/24	KPNIH19_1	NISC	GCA_000281615.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/281/615/GCF_000281615.1_KPNIH19_1	./refseq/bacteria/GCF_000281615.1/GCF_000281615.1_KPNIH19_1_genomic.fna.gz	GCF_000281615.1_KPNIH19_1_genomic.fna	201	98646	262070	ST258	0	2	9	12	-	0	-	0	-	-	-	wzi154	KL107	ST258	3	3	1	1	1	1	79	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	AadA2*;Aac6-Ib;Aph3-Ia*	-	-	ParC-80I;GyrA-83I	-	MphA	CatA1*	-	SulI	-	DfrA12?	AmpH*;OXA-9*	KPC-3	-	-	SHV-11	TEM-122*
GCF_000281635.1	PRJNA224116	SAMN01057657	AKAN00000000.1	na	1168064	573	Klebsiella pneumoniae subsp. pneumoniae KPNIH23	strain=KPNIH23		latest	Contig	Major	Full	2012/07/24	KPNIH23_1	NISC	GCA_000281635.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/281/635/GCF_000281635.1_KPNIH23_1	./refseq/bacteria/GCF_000281635.1/GCF_000281635.1_KPNIH23_1_genomic.fna.gz	GCF_000281635.1_KPNIH23_1_genomic.fna	338	47638	192098	ST258	0	2	9	12	-	0	-	0	-	-	-	wzi154	KL107	ST258	3	3	1	1	1	1	79	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	AadA2*;Aph3-Ia*;Aac6-Ib	-	-	ParC-80I;GyrA-83I	-	MphA	CatA1*	-	SulI	-	DfrA12	AmpH*;OXA-9*	KPC-3	-	-	SHV-11	TEM-122*
GCF_000281755.1	PRJNA224116	SAMN02470063	AJJI00000000.1	na	1162296	573	Klebsiella pneumoniae subsp. pneumoniae DSM 30104	strain=DSM 30104		latest	Contig	Major	Full	2012/07/26	KlePneDSM30104	International Vaccine Institute	GCA_000281755.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/281/755/GCF_000281755.1_KlePneDSM30104	./refseq/bacteria/GCF_000281755.1/GCF_000281755.1_KlePneDSM30104_genomic.fna.gz	GCF_000281755.1_KlePneDSM30104_genomic.fna	27	459638	1148365	ST3	3	0	1	1	ybt 12; ICEKp10	128	clb 1	59-2LV	-	iroB	rmpA	wzi3	KL3	ST3	5	5	1	1	9	6	11	39	1	49	50	1	115	123	1	36	49	13	4	6	1	3	1	3	1	6	3	1	1	1*	4*	1	1	-	-	-	-	-	-	-	-	-	-	-	AmpH*	-	-	-	SHV-44*	-
GCF_000283455.1	PRJNA224116	SAMN01090251	ALIS00000000.1	na	1212766	573	Klebsiella pneumoniae subsp. pneumoniae ST258-490	strain=ST258-490		latest	Contig	Major	Full	2012/08/07	KlebKpneumoniae_ST258_1.0	Tel Aviv Sourasky Medical center	GCA_000283455.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/283/455/GCF_000283455.1_KlebKpneumoniae_ST258_1.0	./refseq/bacteria/GCF_000283455.1/GCF_000283455.1_KlebKpneumoniae_ST258_1.0_genomic.fna.gz	GCF_000283455.1_KlebKpneumoniae_ST258_1.0_genomic.fna	569	59798	168073	ST258	0	2	9	12	-	0	-	0	-	-	-	wzi154	KL107	ST258	3	3	1	1	1	1	79	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Aph3-Ia*;Aac6-Ib;AadA2*	-	-	ParC-80I;GyrA-83I	-	MphA	CatA1*	-	SulI	-	DfrA12	AmpH*;OXA-9*	KPC-3	-	-	SHV-11	TEM-122*?
GCF_000293135.1	PRJNA224116	SAMN00828785	ALNJ00000000.1	na	936565	936565	Klebsiella sp. OBRC7	strain=OBRC7		latest	Contig	Major	Full	2012/08/27	KspOBRC7v1.0	J. Craig Venter Institute	GCA_000293135.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/293/135/GCF_000293135.1_KspOBRC7v1.0	./refseq/bacteria/GCF_000293135.1/GCF_000293135.1_KspOBRC7v1.0_genomic.fna.gz	GCF_000293135.1_KspOBRC7v1.0_genomic.fna	158	110550	330885	0	0	0	1	1	-	0	-	0	-	-	-	0	-	0	147*	-	-	171*	-	149*	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	GyrA-83T	-	-	-	-	-	-	-	OXY5-2	-	-	-	-	-
GCF_000294365.1	PRJNA224116	SAMN02603641		na	1193292	573	Klebsiella pneumoniae subsp. pneumoniae 1084	strain=1084		latest	Complete Genome	Major	Full	2012/08/29	ASM29436v1	National Chung Hsing University	GCA_000294365.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/294/365/GCF_000294365.1_ASM29436v1	./refseq/bacteria/GCF_000294365.1/GCF_000294365.1_ASM29436v1_genomic.fna.gz	GCF_000294365.1_ASM29436v1_genomic.fna	1	5386705	5386705	ST23	3	0	0	0	ybt 1; ICEKp10	47	clb 2	37	-	-	-	wzi172	KL1	ST23	2	1	1	1	9	4	12	2	2	2	2	2	6	6	2	2	2	2	2	2	5	2	4	2	2	3	2	2	4	2	2	2	2	-	-	-	-	-	-	-	-	-	-	-	AmpH;SHV-108*	-	-	-	-	-
GCF_000300655.1	PRJNA224116	SAMN02463956	AMLL00000000.1	na	1203544	573	Klebsiella pneumoniae subsp. pneumoniae WGLW1	strain=WGLW1		latest	Scaffold	Major	Full	2012/10/02	Kleb_pneu_WGLW1_V1	Broad Institute	GCA_000300655.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/300/655/GCF_000300655.1_Kleb_pneu_WGLW1_V1	./refseq/bacteria/GCF_000300655.1/GCF_000300655.1_Kleb_pneu_WGLW1_V1_genomic.fna.gz	GCF_000300655.1_Kleb_pneu_WGLW1_V1_genomic.fna	5	5173091	5173091	ST48	3	0	1	1	ybt 0; ICEKp10	227	clb 3	54	-	-	-	wzi167	KL124	ST48	2	5	2	2	7	1	10	6	14	16	12	10	24	21	11	11	12	14	2	8	2	2	3	2	2	7	2	2	2	2	2	2	2	-	-	-	-	-	-	-	-	-	-	-	AmpH*	-	-	-	SHV-1*?	-
GCF_000300675.1	PRJNA224116	SAMN02463957	AMLM00000000.1	na	1203545	573	Klebsiella pneumoniae subsp. pneumoniae WGLW2	strain=WGLW2		latest	Scaffold	Major	Full	2012/10/02	Kleb_pneu_WGLW2_V1	Broad Institute	GCA_000300675.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/300/675/GCF_000300675.1_Kleb_pneu_WGLW2_V1	./refseq/bacteria/GCF_000300675.1/GCF_000300675.1_Kleb_pneu_WGLW2_V1_genomic.fna.gz	GCF_000300675.1_Kleb_pneu_WGLW2_V1_genomic.fna	3	5220966	5220966	ST14	0	1	1	1	-	0	-	0	-	-	-	wzi2	KL2 (KL30)	ST14	1	6	1	1	1	1	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	AmpH*	-	SHV-106*	-	-	-
GCF_000300835.1	PRJNA224116	SAMN02469893	AMSU00000000.1	na	1226115	573	Klebsiella pneumoniae subsp. pneumoniae KpQ3	strain=KpQ3		latest	Scaffold	Major	Full	2012/10/02	K1_1	ohnosequences! research group, Era7 Bioinformatics	GCA_000300835.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/300/835/GCF_000300835.1_K1_1	./refseq/bacteria/GCF_000300835.1/GCF_000300835.1_K1_1_genomic.fna.gz	GCF_000300835.1_K1_1_genomic.fna	18	5293845	5293845	ST37	0	0	8	20	-	0	-	0	-	-	-	wzi110	KL149	ST37	2	9	2	1	13	1	16	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Aph4-Ia;StrB;Aph3-Ia*;StrA*;AadA2*;Aac3-Iva*?	-	-	QnrB4;ParC-80I;GyrA-83I	-	MphA	FloR*;CatA1*;CatB3*	Arr3	SulII;SulI;SulI	TetA;TetR	DfrA12	AmpH*;SHV-110*;DHA-1;OXA-1	-	-	-	-	-
GCF_000300935.1	PRJNA224116	SAMN02463958	AMLN00000000.1	na	1203546	573	Klebsiella pneumoniae subsp. pneumoniae WGLW3	strain=WGLW3		latest	Scaffold	Major	Full	2012/10/02	Kleb_pneu_WGLW3_V1	Broad Institute	GCA_000300935.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/300/935/GCF_000300935.1_Kleb_pneu_WGLW3_V1	./refseq/bacteria/GCF_000300935.1/GCF_000300935.1_Kleb_pneu_WGLW3_V1_genomic.fna.gz	GCF_000300935.1_Kleb_pneu_WGLW3_V1_genomic.fna	6	5320445	5320445	ST48	3	0	1	1	ybt 0; ICEKp10	227	clb 3	54	-	-	-	wzi167	KL124	ST48	2	5	2	2	7	1	10	6	14	16	12	10	24	21	11	11	12	14	2	8	2	2	3	2	2	7	2	2	2	2	2	2	2	-	-	-	-	-	-	-	-	-	-	-	AmpH*	-	-	-	SHV-1*?	-
GCF_000300955.1	PRJNA224116	SAMN02463959	AMLO00000000.1	na	1203547	573	Klebsiella pneumoniae subsp. pneumoniae WGLW5	strain=WGLW5		latest	Scaffold	Major	Full	2012/10/02	Kleb_pneu_WGLW5_V1	Broad Institute	GCA_000300955.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/300/955/GCF_000300955.1_Kleb_pneu_WGLW5_V1	./refseq/bacteria/GCF_000300955.1/GCF_000300955.1_Kleb_pneu_WGLW5_V1_genomic.fna.gz	GCF_000300955.1_Kleb_pneu_WGLW5_V1_genomic.fna	10	3325226	3325226	ST134	0	0	5	8	-	0	-	0	-	-	-	wzi168	KL25	ST134	3	1	2	1	1	1	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Aph3-Ia*;AadA2*	-	-	-	-	MphA	-	-	SulI;SulI	-	DfrA12;DfrA21	AmpH*	-	-	-	SHV-60	-
GCF_000309505.2	PRJNA224116	SAMEA2272049	CAJM00000000.2	na	1185418	573	Klebsiella pneumoniae subsp. pneumoniae ST512-K30BO	strain=ST512-K30BO		latest	Contig	Major	Full	2012/12/04	ASM30950v2	UNIMI	GCA_000309505.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/309/505/GCF_000309505.2_ASM30950v2	./refseq/bacteria/GCF_000309505.2/GCF_000309505.2_ASM30950v2_genomic.fna.gz	GCF_000309505.2_ASM30950v2_genomic.fna	289	40450	255086	ST512	0	2	7	9	-	0	-	0	-	-	-	wzi154	KL107	ST512	54	3	1	1	1	1	79	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Aac6-Ib;AadA2	-	-	ParC-80I;GyrA-83I	-	MphA	CatA1*	-	SulI	-	-	AmpH*	KPC-3	-	-	SHV-11	-
GCF_000313365.1	PRJNA224116	SAMEA2272030	CANS00000000.1	na	1185420	573	Klebsiella pneumoniae subsp. pneumoniae ST258-K28BO	strain=ST258-K28BO		latest	Contig	Major	Full	2012/10/29	ASM31336v1	UNIMI	GCA_000313365.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/313/365/GCF_000313365.1_ASM31336v1	./refseq/bacteria/GCF_000313365.1/GCF_000313365.1_ASM31336v1_genomic.fna.gz	GCF_000313365.1_ASM31336v1_genomic.fna	168	69464	370203	ST258	0	2	9	10	-	0	-	0	-	-	-	wzi154	KL107	ST258	3	3	1	1	1	1	79	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Aac6-Ib	-	-	ParC-80I;GyrA-83I	-	MphA	CatA1*	-	SulI	-	DfrA12	AmpH*;OXA-9*	KPC-3	-	-	SHV-11	TEM-122*
GCF_000313465.1	PRJNA224116	SAMEA2272556	CANR00000000.1	na	1185419	573	Klebsiella pneumoniae subsp. pneumoniae ST258-K26BO	strain=ST258-K26BO		latest	Contig	Major	Full	2012/10/29	ASM31346v1	UNIMI	GCA_000313465.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/313/465/GCF_000313465.1_ASM31346v1	./refseq/bacteria/GCF_000313465.1/GCF_000313465.1_ASM31346v1_genomic.fna.gz	GCF_000313465.1_ASM31346v1_genomic.fna	193	65094	262226	ST258	0	2	9	11	-	0	-	0	-	-	-	wzi154	KL107	ST258	3	3	1	1	1	1	79	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	AadA2;Aac6-Ib	-	-	ParC-80I;GyrA-83I	-	MphA	CatA1*	-	SulI	-	DfrA12	OXA-9*;AmpH*	KPC-3	-	-	SHV-11	TEM-122*
